frame,time_sec,pred
254,10.16,0
255,10.2,0
256,10.24,0
257,10.28,0
258,10.32,0
259,10.36,0
260,10.4,0
261,10.44,0
262,10.48,0
263,10.52,0
264,10.56,0
265,10.6,0
266,10.64,0
267,10.68,0
268,10.72,0
269,10.76,0
270,10.8,0
271,10.84,0
272,10.88,0
273,10.92,0
274,10.96,0
275,11.0,0
276,11.04,0
277,11.08,0
278,11.12,0
279,11.16,0
280,11.2,0
281,11.24,0
282,11.28,0
283,11.32,0
284,11.36,0
285,11.4,0
286,11.44,0
287,11.48,0
288,11.52,0
289,11.56,0
290,11.6,0
291,11.64,0
292,11.68,0
293,11.72,0
294,11.76,0
295,11.8,0
296,11.84,0
297,11.88,0
298,11.92,0
299,11.96,0
300,12.0,0
301,12.04,0
302,12.08,0
303,12.12,0
304,12.16,0
305,12.2,0
306,12.24,0
307,12.28,0
308,12.32,0
309,12.36,0
310,12.4,0
311,12.44,0
312,12.48,0
313,12.52,0
314,12.56,0
315,12.6,0
316,12.64,0
317,12.68,0
318,12.72,0
319,12.76,0
320,12.8,0
321,12.84,0
322,12.88,0
323,12.92,0
324,12.96,0
325,13.0,0
326,13.04,0
327,13.08,0
328,13.12,0
329,13.16,0
330,13.2,0
331,13.24,0
332,13.28,0
333,13.32,0
334,13.36,0
335,13.4,0
336,13.44,0
337,13.48,0
338,13.52,0
339,13.56,0
340,13.6,0
341,13.64,0
342,13.68,0
343,13.72,0
344,13.76,0
345,13.8,0
346,13.84,0
347,13.88,0
348,13.92,0
349,13.96,0
350,14.0,0
351,14.04,0
352,14.08,0
353,14.12,0
354,14.16,0
355,14.2,0
356,14.24,0
357,14.28,0
358,14.32,0
359,14.36,1
360,14.4,1
361,14.44,1
362,14.48,1
363,14.52,1
364,14.56,1
365,14.6,1
366,14.64,1
367,14.68,1
368,14.72,1
369,14.76,0
370,14.8,0
371,14.84,0
372,14.88,0
373,14.92,0
374,14.96,0
375,15.0,0
376,15.04,0
377,15.08,0
378,15.12,0
379,15.16,0
380,15.2,0
381,15.24,0
382,15.28,0
383,15.32,0
384,15.36,0
385,15.4,0
386,15.44,0
387,15.48,0
388,15.52,0
389,15.56,0
390,15.6,0
391,15.64,0
392,15.68,0
393,15.72,0
394,15.76,0
395,15.8,0
396,15.84,0
397,15.88,0
398,15.92,0
399,15.96,0
400,16.0,0
401,16.04,0
402,16.08,0
403,16.12,0
404,16.16,0
405,16.2,0
406,16.24,0
407,16.28,0
408,16.32,0
409,16.36,0
410,16.4,0
411,16.44,0
412,16.48,0
413,16.52,0
414,16.56,0
415,16.6,0
416,16.64,0
417,16.68,0
418,16.72,0
419,16.76,0
420,16.8,0
421,16.84,0
422,16.88,0
423,16.92,0
424,16.96,0
425,17.0,0
426,17.04,0
427,17.08,0
428,17.12,0
429,17.16,0
430,17.2,0
431,17.24,0
432,17.28,0
433,17.32,0
434,17.36,0
435,17.4,0
436,17.44,0
437,17.48,0
438,17.52,0
439,17.56,0
440,17.6,0
441,17.64,0
442,17.68,0
443,17.72,0
444,17.76,1
445,17.8,1
446,17.84,1
447,17.88,1
448,17.92,1
449,17.96,1
450,18.0,1
451,18.04,1
452,18.08,1
453,18.12,1
454,18.16,1
455,18.2,1
456,18.24,1
457,18.28,1
458,18.32,1
459,18.36,1
460,18.4,0
461,18.44,0
462,18.48,0
463,18.52,0
464,18.56,0
465,18.6,0
466,18.64,0
467,18.68,0
468,18.72,0
469,18.76,0
470,18.8,0
471,18.84,0
472,18.88,0
473,18.92,0
474,18.96,0
475,19.0,0
476,19.04,0
477,19.08,0
478,19.12,0
479,19.16,0
480,19.2,0
481,19.24,0
482,19.28,0
483,19.32,0
484,19.36,0
485,19.4,0
486,19.44,0
487,19.48,0
488,19.52,0
489,19.56,0
490,19.6,0
491,19.64,0
492,19.68,0
493,19.72,0
494,19.76,0
495,19.8,0
496,19.84,0
497,19.88,0
498,19.92,0
499,19.96,0
500,20.0,0
501,20.04,0
502,20.08,0
503,20.12,0
504,20.16,0
505,20.2,0
506,20.24,0
507,20.28,0
508,20.32,0
509,20.36,0
510,20.4,0
511,20.44,0
512,20.48,0
513,20.52,0
514,20.56,0
515,20.6,0
516,20.64,0
517,20.68,0
518,20.72,0
519,20.76,0
520,20.8,0
521,20.84,0
522,20.88,0
523,20.92,0
524,20.96,0
525,21.0,0
526,21.04,0
527,21.08,0
528,21.12,0
529,21.16,0
530,21.2,0
531,21.24,0
532,21.28,0
533,21.32,0
534,21.36,0
535,21.4,0
536,21.44,0
537,21.48,0
538,21.52,0
539,21.56,0
540,21.6,0
541,21.64,0
542,21.68,0
543,21.72,0
544,21.76,0
545,21.8,0
546,21.84,0
547,21.88,0
548,21.92,0
549,21.96,0
550,22.0,0
551,22.04,0
552,22.08,0
553,22.12,0
554,22.16,0
555,22.2,0
556,22.24,1
557,22.28,1
558,22.32,1
559,22.36,1
560,22.4,1
561,22.44,1
562,22.48,1
563,22.52,1
564,22.56,1
565,22.6,1
566,22.64,1
567,22.68,1
568,22.72,1
569,22.76,1
570,22.8,1
571,22.84,1
572,22.88,1
573,22.92,1
574,22.96,0
575,23.0,0
576,23.04,0
577,23.08,0
578,23.12,0
579,23.16,0
580,23.2,0
581,23.24,0
582,23.28,0
583,23.32,0
584,23.36,0
585,23.4,0
586,23.44,0
587,23.48,0
588,23.52,0
589,23.56,0
590,23.6,0
591,23.64,0
592,23.68,0
593,23.72,0
594,23.76,0
595,23.8,0
596,23.84,0
597,23.88,0
598,23.92,0
599,23.96,0
600,24.0,0
601,24.04,0
602,24.08,0
603,24.12,0
604,24.16,0
605,24.2,0
606,24.24,0
607,24.28,0
608,24.32,0
609,24.36,0
610,24.4,0
611,24.44,0
612,24.48,0
613,24.52,0
614,24.56,0
615,24.6,0
616,24.64,0
617,24.68,0
618,24.72,0
619,24.76,0
620,24.8,0
621,24.84,0
622,24.88,0
623,24.92,0
624,24.96,0
625,25.0,0
626,25.04,0
627,25.08,0
628,25.12,0
629,25.16,0
630,25.2,0
631,25.24,0
632,25.28,0
633,25.32,0
634,25.36,0
635,25.4,0
636,25.44,0
637,25.48,0
638,25.52,0
639,25.56,0
640,25.6,0
641,25.64,0
642,25.68,0
643,25.72,0
644,25.76,0
645,25.8,0
646,25.84,0
647,25.88,0
648,25.92,0
649,25.96,0
650,26.0,0
651,26.04,0
652,26.08,0
653,26.12,0
654,26.16,0
655,26.2,0
656,26.24,0
657,26.28,0
658,26.32,0
659,26.36,0
660,26.4,0
661,26.44,0
662,26.48,0
663,26.52,0
664,26.56,0
665,26.6,0
666,26.64,0
667,26.68,0
668,26.72,0
669,26.76,0
670,26.8,0
671,26.84,0
672,26.88,0
673,26.92,0
674,26.96,0
675,27.0,0
676,27.04,0
677,27.08,0
678,27.12,0
679,27.16,0
680,27.2,0
681,27.24,0
682,27.28,0
683,27.32,0
684,27.36,0
685,27.4,0
686,27.44,0
687,27.48,0
688,27.52,0
689,27.56,0
690,27.6,0
691,27.64,0
692,27.68,0
693,27.72,0
694,27.76,0
695,27.8,0
696,27.84,0
697,27.88,0
698,27.92,0
699,27.96,0
700,28.0,0
701,28.04,0
702,28.08,0
703,28.12,0
704,28.16,0
705,28.2,0
706,28.24,0
707,28.28,0
708,28.32,0
709,28.36,0
710,28.4,0
711,28.44,0
712,28.48,0
713,28.52,0
714,28.56,0
715,28.6,0
716,28.64,0
717,28.68,0
718,28.72,0
719,28.76,0
720,28.8,0
721,28.84,0
722,28.88,0
723,28.92,0
724,28.96,0
725,29.0,0
726,29.04,0
727,29.08,0
728,29.12,0
729,29.16,0
730,29.2,0
731,29.24,0
732,29.28,0
733,29.32,0
734,29.36,0
735,29.4,0
736,29.44,0
737,29.48,0
738,29.52,0
739,29.56,0
740,29.6,0
741,29.64,0
742,29.68,1
743,29.72,1
744,29.76,1
745,29.8,1
746,29.84,1
747,29.88,1
748,29.92,1
749,29.96,1
750,30.0,1
751,30.04,1
752,30.08,1
753,30.12,0
754,30.16,0
755,30.2,0
756,30.24,0
757,30.28,0
758,30.32,0
759,30.36,0
760,30.4,0
761,30.44,0
762,30.48,0
763,30.52,0
764,30.56,0
765,30.6,0
766,30.64,0
767,30.68,0
768,30.72,0
769,30.76,0
770,30.8,0
771,30.84,0
772,30.88,0
773,30.92,0
774,30.96,0
775,31.0,0
776,31.04,0
777,31.08,0
778,31.12,0
779,31.16,0
780,31.2,0
781,31.24,0
782,31.28,0
783,31.32,0
784,31.36,0
785,31.4,0
786,31.44,0
787,31.48,0
788,31.52,0
789,31.56,0
790,31.6,0
791,31.64,0
792,31.68,0
793,31.72,0
794,31.76,0
795,31.8,0
796,31.84,0
797,31.88,0
798,31.92,0
799,31.96,0
800,32.0,0
801,32.04,0
802,32.08,0
803,32.12,0
804,32.16,0
805,32.2,0
806,32.24,0
807,32.28,0
808,32.32,0
809,32.36,0
810,32.4,0
811,32.44,0
812,32.48,0
813,32.52,0
814,32.56,0
815,32.6,0
816,32.64,0
817,32.68,0
818,32.72,0
819,32.76,0
820,32.8,0
821,32.84,0
822,32.88,0
823,32.92,0
824,32.96,0
825,33.0,0
826,33.04,0
827,33.08,0
828,33.12,0
829,33.16,0
830,33.2,0
831,33.24,0
832,33.28,0
833,33.32,0
834,33.36,0
835,33.4,0
836,33.44,0
837,33.48,0
838,33.52,0
839,33.56,0
840,33.6,0
841,33.64,0
842,33.68,0
843,33.72,0
844,33.76,0
845,33.8,0
846,33.84,0
847,33.88,0
848,33.92,0
849,33.96,0
850,34.0,0
851,34.04,0
852,34.08,0
853,34.12,0
854,34.16,0
855,34.2,0
856,34.24,0
857,34.28,0
858,34.32,0
859,34.36,0
860,34.4,1
861,34.44,1
862,34.48,1
863,34.52,1
864,34.56,1
865,34.6,1
866,34.64,1
867,34.68,1
868,34.72,1
869,34.76,1
870,34.8,1
871,34.84,1
872,34.88,1
873,34.92,1
874,34.96,1
875,35.0,1
876,35.04,1
877,35.08,1
878,35.12,0
879,35.16,0
880,35.2,0
881,35.24,0
882,35.28,0
883,35.32,0
884,35.36,0
885,35.4,0
886,35.44,0
887,35.48,0
888,35.52,0
889,35.56,0
890,35.6,0
891,35.64,0
892,35.68,0
893,35.72,0
894,35.76,0
895,35.8,0
896,35.84,0
897,35.88,0
898,35.92,0
899,35.96,0
900,36.0,0
901,36.04,0
902,36.08,0
903,36.12,0
904,36.16,0
905,36.2,0
906,36.24,0
907,36.28,0
908,36.32,0
909,36.36,0
910,36.4,0
911,36.44,0
912,36.48,0
913,36.52,0
914,36.56,0
915,36.6,0
916,36.64,0
917,36.68,0
918,36.72,0
919,36.76,0
920,36.8,0
921,36.84,0
922,36.88,0
923,36.92,0
924,36.96,0
925,37.0,0
926,37.04,0
927,37.08,0
928,37.12,0
929,37.16,0
930,37.2,0
931,37.24,0
932,37.28,0
933,37.32,0
934,37.36,0
935,37.4,0
936,37.44,0
937,37.48,0
938,37.52,0
939,37.56,0
940,37.6,0
941,37.64,0
942,37.68,0
943,37.72,0
944,37.76,0
945,37.8,0
946,37.84,0
947,37.88,0
948,37.92,0
949,37.96,0
950,38.0,1
951,38.04,1
952,38.08,1
953,38.12,1
954,38.16,1
955,38.2,1
956,38.24,1
957,38.28,1
958,38.32,0
959,38.36,0
960,38.4,0
961,38.44,0
962,38.48,0
963,38.52,0
964,38.56,0
965,38.6,0
966,38.64,0
967,38.68,0
968,38.72,0
969,38.76,0
970,38.8,0
971,38.84,0
972,38.88,0
973,38.92,1
974,38.96,1
975,39.0,1
976,39.04,1
977,39.08,1
978,39.12,1
979,39.16,1
980,39.2,0
981,39.24,0
982,39.28,0
983,39.32,0
984,39.36,0
985,39.4,0
986,39.44,0
987,39.48,0
988,39.52,0
989,39.56,0
990,39.6,0
991,39.64,0
992,39.68,0
993,39.72,0
994,39.76,0
995,39.8,0
996,39.84,0
997,39.88,0
998,39.92,0
999,39.96,0
1000,40.0,0
1001,40.04,0
1002,40.08,0
1003,40.12,0
1004,40.16,0
1005,40.2,0
1006,40.24,0
1007,40.28,0
1008,40.32,0
1009,40.36,0
1010,40.4,0
1011,40.44,1
1012,40.48,1
1013,40.52,1
1014,40.56,1
1015,40.6,1
1016,40.64,1
1017,40.68,1
1018,40.72,1
1019,40.76,1
1020,40.8,1
1021,40.84,1
1022,40.88,1
1023,40.92,0
1024,40.96,0
1025,41.0,0
1026,41.04,0
1027,41.08,0
1028,41.12,0
1029,41.16,0
1030,41.2,0
1031,41.24,0
1032,41.28,0
1033,41.32,0
1034,41.36,0
1035,41.4,0
1036,41.44,0
1037,41.48,0
1038,41.52,0
1039,41.56,0
1040,41.6,0
1041,41.64,0
1042,41.68,0
1043,41.72,0
1044,41.76,0
1045,41.8,0
1046,41.84,0
1047,41.88,0
1048,41.92,0
1049,41.96,0
1050,42.0,0
1051,42.04,0
1052,42.08,0
1053,42.12,0
1054,42.16,1
1055,42.2,1
1056,42.24,1
1057,42.28,1
1058,42.32,1
1059,42.36,1
1060,42.4,1
1061,42.44,0
1062,42.48,0
1063,42.52,0
1064,42.56,0
1065,42.6,0
1066,42.64,0
1067,42.68,0
1068,42.72,0
1069,42.76,0
1070,42.8,0
1071,42.84,0
1072,42.88,0
1073,42.92,0
1074,42.96,0
1075,43.0,0
1076,43.04,0
1077,43.08,0
1078,43.12,0
1079,43.16,0
1080,43.2,0
1081,43.24,0
1082,43.28,0
1083,43.32,0
1084,43.36,0
1085,43.4,0
1086,43.44,0
1087,43.48,0
1088,43.52,0
1089,43.56,0
1090,43.6,0
1091,43.64,0
1092,43.68,0
1093,43.72,0
1094,43.76,0
1095,43.8,0
1096,43.84,0
1097,43.88,0
1098,43.92,0
1099,43.96,0
1100,44.0,0
1101,44.04,0
1102,44.08,0
1103,44.12,0
1104,44.16,0
1105,44.2,0
1106,44.24,0
1107,44.28,0
1108,44.32,0
1109,44.36,0
1110,44.4,0
1111,44.44,0
1112,44.48,0
1113,44.52,0
1114,44.56,0
1115,44.6,0
1116,44.64,0
1117,44.68,0
1118,44.72,0
1119,44.76,0
1120,44.8,0
1121,44.84,0
1122,44.88,0
1123,44.92,0
1124,44.96,0
1125,45.0,0
1126,45.04,0
1127,45.08,0
1128,45.12,0
1129,45.16,0
1130,45.2,0
1131,45.24,0
1132,45.28,0
1133,45.32,0
1134,45.36,0
1135,45.4,0
1136,45.44,0
1137,45.48,0
1138,45.52,0
1139,45.56,0
1140,45.6,0
1141,45.64,0
1142,45.68,0
1143,45.72,0
1144,45.76,0
1145,45.8,0
1146,45.84,0
1147,45.88,0
1148,45.92,0
1149,45.96,0
1150,46.0,0
1151,46.04,0
1152,46.08,0
1153,46.12,0
1154,46.16,0
1155,46.2,0
1156,46.24,0
1157,46.28,0
1158,46.32,0
1159,46.36,0
1160,46.4,0
1161,46.44,0
1162,46.48,0
1163,46.52,0
1164,46.56,0
1165,46.6,1
1166,46.64,1
1167,46.68,1
1168,46.72,1
1169,46.76,1
1170,46.8,1
1171,46.84,0
1172,46.88,0
1173,46.92,0
1174,46.96,0
1175,47.0,0
1176,47.04,0
1177,47.08,0
1178,47.12,0
1179,47.16,0
1180,47.2,0
1181,47.24,0
1182,47.28,0
1183,47.32,0
1184,47.36,0
1185,47.4,0
1186,47.44,0
1187,47.48,0
1188,47.52,0
1189,47.56,0
1190,47.6,0
1191,47.64,0
1192,47.68,0
1193,47.72,0
1194,47.76,0
1195,47.8,0
1196,47.84,0
1197,47.88,0
1198,47.92,0
1199,47.96,0
1200,48.0,0
1201,48.04,0
1202,48.08,0
1203,48.12,0
1204,48.16,0
1205,48.2,0
1206,48.24,0
1207,48.28,0
1208,48.32,0
1209,48.36,0
1210,48.4,0
1211,48.44,0
1212,48.48,0
1213,48.52,0
1214,48.56,0
1215,48.6,0
1216,48.64,0
1217,48.68,0
1218,48.72,0
1219,48.76,0
1220,48.8,0
1221,48.84,0
1222,48.88,0
1223,48.92,0
1224,48.96,0
1225,49.0,0
1226,49.04,0
1227,49.08,1
1228,49.12,1
1229,49.16,1
1230,49.2,1
1231,49.24,1
1232,49.28,1
1233,49.32,0
1234,49.36,0
1235,49.4,0
1236,49.44,0
1237,49.48,0
1238,49.52,0
1239,49.56,0
1240,49.6,0
1241,49.64,0
1242,49.68,0
1243,49.72,0
1244,49.76,0
1245,49.8,0
1246,49.84,0
1247,49.88,0
1248,49.92,0
1249,49.96,0
1250,50.0,0
1251,50.04,0
1252,50.08,0
1253,50.12,0
1254,50.16,0
1255,50.2,0
1256,50.24,0
1257,50.28,0
1258,50.32,0
1259,50.36,0
1260,50.4,0
1261,50.44,0
1262,50.48,0
1263,50.52,0
1264,50.56,0
1265,50.6,0
1266,50.64,0
1267,50.68,0
1268,50.72,0
1269,50.76,0
1270,50.8,0
1271,50.84,0
1272,50.88,0
1273,50.92,0
1274,50.96,0
1275,51.0,0
1276,51.04,0
1277,51.08,0
1278,51.12,0
1279,51.16,0
1280,51.2,0
1281,51.24,0
1282,51.28,0
1283,51.32,0
1284,51.36,0
1285,51.4,0
1286,51.44,0
1287,51.48,0
1288,51.52,0
1289,51.56,0
1290,51.6,0
1291,51.64,0
1292,51.68,0
1293,51.72,0
1294,51.76,1
1295,51.8,1
1296,51.84,1
1297,51.88,1
1298,51.92,1
1299,51.96,1
1300,52.0,1
1301,52.04,1
1302,52.08,1
1303,52.12,1
1304,52.16,1
1305,52.2,1
1306,52.24,1
1307,52.28,1
1308,52.32,1
1309,52.36,1
1310,52.4,0
1311,52.44,0
1312,52.48,0
1313,52.52,0
1314,52.56,0
1315,52.6,0
1316,52.64,0
1317,52.68,0
1318,52.72,0
1319,52.76,0
1320,52.8,0
1321,52.84,0
1322,52.88,0
1323,52.92,0
1324,52.96,0
1325,53.0,0
1326,53.04,0
1327,53.08,0
1328,53.12,0
1329,53.16,0
1330,53.2,0
1331,53.24,0
1332,53.28,0
1333,53.32,0
1334,53.36,0
1335,53.4,1
1336,53.44,1
1337,53.48,1
1338,53.52,1
1339,53.56,1
1340,53.6,1
1341,53.64,1
1342,53.68,1
1343,53.72,1
1344,53.76,1
1345,53.8,1
1346,53.84,1
1347,53.88,1
1348,53.92,1
1349,53.96,0
1350,54.0,0
1351,54.04,0
1352,54.08,0
1353,54.12,0
1354,54.16,0
1355,54.2,0
1356,54.24,0
1357,54.28,0
1358,54.32,0
1359,54.36,0
1360,54.4,0
1361,54.44,0
1362,54.48,0
1363,54.52,0
1364,54.56,0
1365,54.6,1
1366,54.64,1
1367,54.68,1
1368,54.72,1
1369,54.76,1
1370,54.8,1
1371,54.84,1
1372,54.88,1
1373,54.92,1
1374,54.96,1
1375,55.0,0
1376,55.04,0
1377,55.08,0
1378,55.12,0
1379,55.16,0
1380,55.2,0
1381,55.24,0
1382,55.28,0
1383,55.32,0
1384,55.36,0
1385,55.4,0
1386,55.44,0
1387,55.48,0
1388,55.52,0
1389,55.56,0
1390,55.6,0
1391,55.64,0
1392,55.68,0
1393,55.72,0
1394,55.76,0
1395,55.8,0
1396,55.84,0
1397,55.88,0
1398,55.92,0
1399,55.96,0
1400,56.0,0
1401,56.04,0
1402,56.08,0
1403,56.12,0
1404,56.16,0
1405,56.2,0
1406,56.24,0
1407,56.28,0
1408,56.32,0
1409,56.36,0
1410,56.4,0
1411,56.44,0
1412,56.48,0
1413,56.52,0
1414,56.56,0
1415,56.6,0
1416,56.64,0
1417,56.68,0
1418,56.72,0
1419,56.76,0
1420,56.8,0
1421,56.84,0
1422,56.88,0
1423,56.92,0
1424,56.96,0
1425,57.0,0
1426,57.04,0
1427,57.08,0
1428,57.12,1
1429,57.16,1
1430,57.2,1
1431,57.24,1
1432,57.28,1
1433,57.32,1
1434,57.36,1
1435,57.4,1
1436,57.44,1
1437,57.48,1
1438,57.52,1
1439,57.56,1
1440,57.6,1
1441,57.64,0
1442,57.68,0
1443,57.72,0
1444,57.76,0
1445,57.8,0
1446,57.84,0
1447,57.88,0
1448,57.92,0
1449,57.96,0
1450,58.0,0
1451,58.04,0
1452,58.08,0
1453,58.12,0
1454,58.16,0
1455,58.2,0
1456,58.24,0
1457,58.28,0
1458,58.32,0
1459,58.36,0
1460,58.4,0
1461,58.44,0
1462,58.48,0
1463,58.52,0
1464,58.56,0
1465,58.6,0
1466,58.64,0
1467,58.68,0
1468,58.72,0
1469,58.76,0
1470,58.8,0
1471,58.84,0
1472,58.88,0
1473,58.92,0
1474,58.96,0
1475,59.0,0
1476,59.04,0
1477,59.08,0
1478,59.12,0
1479,59.16,0
1480,59.2,0
1481,59.24,0
1482,59.28,0
1483,59.32,0
1484,59.36,0
1485,59.4,0
1486,59.44,0
1487,59.48,0
1488,59.52,0
1489,59.56,0
1490,59.6,0
1491,59.64,0
1492,59.68,0
1493,59.72,0
1494,59.76,0
1495,59.8,0
1496,59.84,0
1497,59.88,0
1498,59.92,0
1499,59.96,0
1500,60.0,0
1501,60.04,0
1502,60.08,0
1503,60.12,0
1504,60.16,0
1505,60.2,0
1506,60.24,0
1507,60.28,0
1508,60.32,0
1509,60.36,0
1510,60.4,0
1511,60.44,0
1512,60.48,0
1513,60.52,0
1514,60.56,0
1515,60.6,0
1516,60.64,0
1517,60.68,0
1518,60.72,0
1519,60.76,0
1520,60.8,0
1521,60.84,0
1522,60.88,0
1523,60.92,0
1524,60.96,0
1525,61.0,0
1526,61.04,0
1527,61.08,0
1528,61.12,0
1529,61.16,0
1530,61.2,0
1531,61.24,0
1532,61.28,0
1533,61.32,0
1534,61.36,0
1535,61.4,0
1536,61.44,0
1537,61.48,0
1538,61.52,0
1539,61.56,0
1540,61.6,0
1541,61.64,0
1542,61.68,0
1543,61.72,0
1544,61.76,0
1545,61.8,0
1546,61.84,0
1547,61.88,0
1548,61.92,0
1549,61.96,0
1550,62.0,0
1551,62.04,0
1552,62.08,0
1553,62.12,0
1554,62.16,0
1555,62.2,0
1556,62.24,0
1557,62.28,0
1558,62.32,0
1559,62.36,0
1560,62.4,0
1561,62.44,0
1562,62.48,0
1563,62.52,0
1564,62.56,0
1565,62.6,0
1566,62.64,0
1567,62.68,0
1568,62.72,0
1569,62.76,0
1570,62.8,0
1571,62.84,0
1572,62.88,0
1573,62.92,0
1574,62.96,0
1575,63.0,0
1576,63.04,0
1577,63.08,0
1578,63.12,0
1579,63.16,0
1580,63.2,0
1581,63.24,0
1582,63.28,0
1583,63.32,0
1584,63.36,0
1585,63.4,0
1586,63.44,0
1587,63.48,0
1588,63.52,0
1589,63.56,0
1590,63.6,0
1591,63.64,0
1592,63.68,0
1593,63.72,0
1594,63.76,0
1595,63.8,0
1596,63.84,0
1597,63.88,0
1598,63.92,0
1599,63.96,0
1600,64.0,0
1601,64.04,0
1602,64.08,0
1603,64.12,0
1604,64.16,0
1605,64.2,0
1606,64.24,0
1607,64.28,0
1608,64.32,0
1609,64.36,0
1610,64.4,0
1611,64.44,0
1612,64.48,0
1613,64.52,0
1614,64.56,0
1615,64.6,0
1616,64.64,0
1617,64.68,0
1618,64.72,1
1619,64.76,1
1620,64.8,1
1621,64.84,1
1622,64.88,1
1623,64.92,1
1624,64.96,1
1625,65.0,1
1626,65.04,1
1627,65.08,0
1628,65.12,0
1629,65.16,0
1630,65.2,0
1631,65.24,0
1632,65.28,0
1633,65.32,0
1634,65.36,0
1635,65.4,0
1636,65.44,0
1637,65.48,0
1638,65.52,0
1639,65.56,0
1640,65.6,0
1641,65.64,0
1642,65.68,0
1643,65.72,0
1644,65.76,0
1645,65.8,0
1646,65.84,0
1647,65.88,0
1648,65.92,0
1649,65.96,0
1650,66.0,0
1651,66.04,0
1652,66.08,0
1653,66.12,0
1654,66.16,0
1655,66.2,0
1656,66.24,0
1657,66.28,0
1658,66.32,0
1659,66.36,0
1660,66.4,0
1661,66.44,0
1662,66.48,0
1663,66.52,0
