frame,time_sec,pred
254,10.16,0
255,10.2,0
256,10.24,0
257,10.28,0
258,10.32,0
259,10.36,0
260,10.4,0
261,10.44,0
262,10.48,0
263,10.52,0
264,10.56,0
265,10.6,0
266,10.64,0
267,10.68,0
268,10.72,0
269,10.76,0
270,10.8,0
271,10.84,0
272,10.88,0
273,10.92,0
274,10.96,0
275,11.0,0
276,11.04,0
277,11.08,0
278,11.12,0
279,11.16,0
280,11.2,0
281,11.24,0
282,11.28,1
283,11.32,1
284,11.36,1
285,11.4,1
286,11.44,1
287,11.48,1
288,11.52,1
289,11.56,1
290,11.6,1
291,11.64,1
292,11.68,1
293,11.72,1
294,11.76,1
295,11.8,1
296,11.84,1
297,11.88,1
298,11.92,1
299,11.96,1
300,12.0,1
301,12.04,1
302,12.08,1
303,12.12,1
304,12.16,1
305,12.2,1
306,12.24,1
307,12.28,1
308,12.32,0
309,12.36,0
310,12.4,0
311,12.44,0
312,12.48,0
313,12.52,0
314,12.56,0
315,12.6,0
316,12.64,0
317,12.68,0
318,12.72,0
319,12.76,0
320,12.8,0
321,12.84,0
322,12.88,0
323,12.92,0
324,12.96,0
325,13.0,0
326,13.04,0
327,13.08,0
328,13.12,0
329,13.16,0
330,13.2,0
331,13.24,1
332,13.28,1
333,13.32,1
334,13.36,1
335,13.4,1
336,13.44,1
337,13.48,1
338,13.52,1
339,13.56,1
340,13.6,1
341,13.64,1
342,13.68,1
343,13.72,1
344,13.76,1
345,13.8,1
346,13.84,1
347,13.88,1
348,13.92,0
349,13.96,0
350,14.0,0
351,14.04,0
352,14.08,0
353,14.12,0
354,14.16,0
355,14.2,0
356,14.24,0
357,14.28,0
358,14.32,0
359,14.36,0
360,14.4,0
361,14.44,0
362,14.48,0
363,14.52,0
364,14.56,0
365,14.6,0
366,14.64,0
367,14.68,0
368,14.72,0
369,14.76,0
370,14.8,0
371,14.84,0
372,14.88,0
373,14.92,1
374,14.96,1
375,15.0,1
376,15.04,1
377,15.08,1
378,15.12,1
379,15.16,1
380,15.2,1
381,15.24,0
382,15.28,0
383,15.32,0
384,15.36,0
385,15.4,0
386,15.44,0
387,15.48,0
388,15.52,0
389,15.56,0
390,15.6,0
391,15.64,0
392,15.68,0
393,15.72,0
394,15.76,0
395,15.8,0
396,15.84,0
397,15.88,0
398,15.92,0
399,15.96,0
400,16.0,0
401,16.04,0
402,16.08,0
403,16.12,0
404,16.16,0
405,16.2,0
406,16.24,0
407,16.28,0
408,16.32,0
409,16.36,0
410,16.4,0
411,16.44,0
412,16.48,0
413,16.52,0
414,16.56,0
415,16.6,0
416,16.64,0
417,16.68,0
418,16.72,0
419,16.76,0
420,16.8,0
421,16.84,0
422,16.88,0
423,16.92,0
424,16.96,0
425,17.0,0
426,17.04,0
427,17.08,0
428,17.12,0
429,17.16,0
430,17.2,0
431,17.24,0
432,17.28,0
433,17.32,0
434,17.36,0
435,17.4,0
436,17.44,0
437,17.48,0
438,17.52,0
439,17.56,0
440,17.6,0
441,17.64,0
442,17.68,1
443,17.72,1
444,17.76,1
445,17.8,1
446,17.84,1
447,17.88,1
448,17.92,1
449,17.96,1
450,18.0,1
451,18.04,1
452,18.08,1
453,18.12,1
454,18.16,1
455,18.2,1
456,18.24,1
457,18.28,1
458,18.32,1
459,18.36,1
460,18.4,1
461,18.44,1
462,18.48,1
463,18.52,1
464,18.56,1
465,18.6,1
466,18.64,1
467,18.68,1
468,18.72,1
469,18.76,1
470,18.8,1
471,18.84,1
472,18.88,1
473,18.92,1
474,18.96,1
475,19.0,1
476,19.04,1
477,19.08,1
478,19.12,1
479,19.16,1
480,19.2,1
481,19.24,1
482,19.28,1
483,19.32,1
484,19.36,1
485,19.4,0
486,19.44,0
487,19.48,0
488,19.52,0
489,19.56,0
490,19.6,0
491,19.64,0
492,19.68,0
493,19.72,0
494,19.76,0
495,19.8,0
496,19.84,0
497,19.88,0
498,19.92,0
499,19.96,0
500,20.0,0
501,20.04,0
502,20.08,0
503,20.12,0
504,20.16,0
505,20.2,0
506,20.24,0
507,20.28,0
508,20.32,1
509,20.36,1
510,20.4,1
511,20.44,1
512,20.48,1
513,20.52,1
514,20.56,1
515,20.6,1
516,20.64,1
517,20.68,1
518,20.72,1
519,20.76,1
520,20.8,1
521,20.84,1
522,20.88,1
523,20.92,1
524,20.96,1
525,21.0,1
526,21.04,1
527,21.08,1
528,21.12,1
529,21.16,1
530,21.2,1
531,21.24,1
532,21.28,1
533,21.32,1
534,21.36,1
535,21.4,1
536,21.44,1
537,21.48,1
538,21.52,1
539,21.56,1
540,21.6,1
541,21.64,1
542,21.68,1
543,21.72,1
544,21.76,1
545,21.8,1
546,21.84,1
547,21.88,1
548,21.92,1
549,21.96,1
550,22.0,1
551,22.04,1
552,22.08,0
553,22.12,0
554,22.16,0
555,22.2,0
556,22.24,0
557,22.28,0
558,22.32,0
559,22.36,0
560,22.4,0
561,22.44,0
562,22.48,0
563,22.52,0
564,22.56,0
565,22.6,0
566,22.64,0
567,22.68,0
568,22.72,0
569,22.76,0
570,22.8,0
571,22.84,0
572,22.88,0
573,22.92,0
574,22.96,0
575,23.0,0
576,23.04,0
577,23.08,0
578,23.12,0
579,23.16,0
580,23.2,0
581,23.24,0
582,23.28,0
583,23.32,0
584,23.36,0
585,23.4,0
586,23.44,0
587,23.48,0
588,23.52,0
589,23.56,0
590,23.6,0
591,23.64,1
592,23.68,1
593,23.72,1
594,23.76,1
595,23.8,1
596,23.84,1
597,23.88,1
598,23.92,1
599,23.96,1
600,24.0,1
601,24.04,1
602,24.08,1
603,24.12,1
604,24.16,1
605,24.2,1
606,24.24,1
607,24.28,1
608,24.32,1
609,24.36,1
610,24.4,1
611,24.44,1
612,24.48,1
613,24.52,1
614,24.56,1
615,24.6,1
616,24.64,1
617,24.68,1
618,24.72,1
619,24.76,1
620,24.8,1
621,24.84,1
622,24.88,1
623,24.92,1
624,24.96,1
625,25.0,1
626,25.04,1
627,25.08,1
628,25.12,1
629,25.16,1
630,25.2,1
631,25.24,1
632,25.28,1
633,25.32,1
634,25.36,1
635,25.4,1
636,25.44,1
637,25.48,1
638,25.52,1
639,25.56,1
640,25.6,1
641,25.64,1
642,25.68,1
643,25.72,1
644,25.76,1
645,25.8,1
646,25.84,1
647,25.88,1
648,25.92,1
649,25.96,0
650,26.0,0
651,26.04,0
652,26.08,0
653,26.12,0
654,26.16,0
655,26.2,0
656,26.24,0
657,26.28,0
658,26.32,0
659,26.36,0
660,26.4,0
661,26.44,0
662,26.48,0
663,26.52,0
664,26.56,0
665,26.6,0
666,26.64,0
667,26.68,0
668,26.72,0
669,26.76,1
670,26.8,1
671,26.84,1
672,26.88,1
673,26.92,1
674,26.96,1
675,27.0,1
676,27.04,1
677,27.08,1
678,27.12,1
679,27.16,1
680,27.2,1
681,27.24,1
682,27.28,1
683,27.32,1
684,27.36,1
685,27.4,1
686,27.44,1
687,27.48,1
688,27.52,1
689,27.56,1
690,27.6,1
691,27.64,1
692,27.68,1
693,27.72,1
694,27.76,1
695,27.8,1
696,27.84,1
697,27.88,1
698,27.92,1
699,27.96,1
700,28.0,1
701,28.04,1
702,28.08,1
703,28.12,1
704,28.16,1
705,28.2,1
706,28.24,1
707,28.28,1
708,28.32,1
709,28.36,1
710,28.4,1
711,28.44,1
712,28.48,1
713,28.52,1
714,28.56,1
715,28.6,1
716,28.64,1
717,28.68,1
718,28.72,1
719,28.76,0
720,28.8,0
721,28.84,0
722,28.88,0
723,28.92,0
724,28.96,0
725,29.0,0
726,29.04,0
727,29.08,0
728,29.12,0
729,29.16,0
730,29.2,0
731,29.24,0
732,29.28,0
733,29.32,0
734,29.36,0
735,29.4,0
736,29.44,0
737,29.48,0
738,29.52,0
739,29.56,1
740,29.6,1
741,29.64,1
742,29.68,1
743,29.72,1
744,29.76,1
745,29.8,1
746,29.84,1
747,29.88,1
748,29.92,1
749,29.96,1
750,30.0,1
751,30.04,1
752,30.08,1
753,30.12,1
754,30.16,1
755,30.2,1
756,30.24,1
757,30.28,1
758,30.32,1
759,30.36,1
760,30.4,1
761,30.44,1
762,30.48,1
763,30.52,1
764,30.56,1
765,30.6,1
766,30.64,1
767,30.68,1
768,30.72,1
769,30.76,1
770,30.8,1
771,30.84,1
772,30.88,1
773,30.92,1
774,30.96,1
775,31.0,1
776,31.04,1
777,31.08,1
778,31.12,1
779,31.16,1
780,31.2,1
781,31.24,1
782,31.28,1
783,31.32,1
784,31.36,1
785,31.4,1
786,31.44,1
787,31.48,1
788,31.52,1
789,31.56,1
790,31.6,1
791,31.64,1
792,31.68,1
793,31.72,1
794,31.76,1
795,31.8,1
796,31.84,1
797,31.88,1
798,31.92,1
799,31.96,1
800,32.0,1
801,32.04,1
802,32.08,1
803,32.12,1
804,32.16,1
805,32.2,1
806,32.24,1
807,32.28,1
808,32.32,1
809,32.36,1
810,32.4,1
811,32.44,1
812,32.48,1
813,32.52,1
814,32.56,1
815,32.6,1
816,32.64,1
817,32.68,1
818,32.72,1
819,32.76,1
820,32.8,1
821,32.84,1
822,32.88,1
823,32.92,1
824,32.96,1
825,33.0,1
826,33.04,0
827,33.08,0
828,33.12,0
829,33.16,0
830,33.2,0
831,33.24,0
832,33.28,0
833,33.32,0
834,33.36,0
835,33.4,0
836,33.44,0
837,33.48,0
838,33.52,1
839,33.56,1
840,33.6,1
841,33.64,1
842,33.68,1
843,33.72,1
844,33.76,1
845,33.8,1
846,33.84,1
847,33.88,1
848,33.92,1
849,33.96,1
850,34.0,1
851,34.04,1
852,34.08,1
853,34.12,1
854,34.16,1
855,34.2,1
856,34.24,1
857,34.28,1
858,34.32,1
859,34.36,1
860,34.4,1
861,34.44,1
862,34.48,1
863,34.52,1
864,34.56,1
865,34.6,1
866,34.64,1
867,34.68,1
868,34.72,1
869,34.76,1
870,34.8,1
871,34.84,1
872,34.88,1
873,34.92,1
874,34.96,1
875,35.0,1
876,35.04,1
877,35.08,1
878,35.12,1
879,35.16,1
880,35.2,1
881,35.24,1
882,35.28,1
883,35.32,1
884,35.36,1
885,35.4,1
886,35.44,1
887,35.48,1
888,35.52,1
889,35.56,1
890,35.6,1
891,35.64,1
892,35.68,0
893,35.72,0
894,35.76,0
895,35.8,0
896,35.84,0
897,35.88,0
898,35.92,0
899,35.96,0
900,36.0,0
901,36.04,0
902,36.08,0
903,36.12,0
904,36.16,1
905,36.2,1
906,36.24,1
907,36.28,1
908,36.32,1
909,36.36,1
910,36.4,1
911,36.44,1
912,36.48,1
913,36.52,1
914,36.56,1
915,36.6,1
916,36.64,1
917,36.68,1
918,36.72,1
919,36.76,1
920,36.8,1
921,36.84,1
922,36.88,1
923,36.92,1
924,36.96,1
925,37.0,1
926,37.04,1
927,37.08,1
928,37.12,1
929,37.16,1
930,37.2,1
931,37.24,1
932,37.28,1
933,37.32,1
934,37.36,1
935,37.4,1
936,37.44,1
937,37.48,1
938,37.52,1
939,37.56,1
940,37.6,1
941,37.64,1
942,37.68,1
943,37.72,1
944,37.76,1
945,37.8,1
946,37.84,1
947,37.88,1
948,37.92,1
949,37.96,1
950,38.0,1
951,38.04,1
952,38.08,1
953,38.12,1
954,38.16,1
955,38.2,1
956,38.24,1
957,38.28,1
958,38.32,1
959,38.36,1
960,38.4,1
961,38.44,1
962,38.48,1
963,38.52,1
964,38.56,1
965,38.6,1
966,38.64,1
967,38.68,1
968,38.72,1
969,38.76,1
970,38.8,1
971,38.84,1
972,38.88,1
973,38.92,1
974,38.96,1
975,39.0,1
976,39.04,1
977,39.08,1
978,39.12,1
979,39.16,1
980,39.2,1
981,39.24,1
982,39.28,1
983,39.32,1
984,39.36,1
985,39.4,1
986,39.44,1
987,39.48,1
988,39.52,1
989,39.56,1
990,39.6,1
991,39.64,1
992,39.68,1
993,39.72,1
994,39.76,1
995,39.8,1
996,39.84,1
997,39.88,1
998,39.92,1
999,39.96,1
1000,40.0,1
1001,40.04,1
1002,40.08,1
1003,40.12,0
1004,40.16,0
1005,40.2,0
1006,40.24,0
1007,40.28,0
1008,40.32,0
1009,40.36,0
1010,40.4,0
1011,40.44,0
1012,40.48,0
1013,40.52,0
1014,40.56,0
1015,40.6,0
1016,40.64,0
1017,40.68,0
1018,40.72,0
1019,40.76,0
1020,40.8,0
1021,40.84,1
1022,40.88,1
1023,40.92,1
1024,40.96,1
1025,41.0,1
1026,41.04,1
1027,41.08,1
1028,41.12,1
1029,41.16,1
1030,41.2,1
1031,41.24,1
1032,41.28,0
1033,41.32,0
1034,41.36,0
1035,41.4,0
1036,41.44,0
1037,41.48,0
1038,41.52,0
1039,41.56,0
1040,41.6,0
1041,41.64,0
1042,41.68,0
1043,41.72,0
1044,41.76,0
1045,41.8,0
1046,41.84,1
1047,41.88,1
1048,41.92,1
1049,41.96,1
1050,42.0,1
1051,42.04,1
1052,42.08,1
1053,42.12,1
1054,42.16,1
1055,42.2,1
1056,42.24,1
1057,42.28,1
1058,42.32,1
1059,42.36,1
1060,42.4,1
1061,42.44,1
1062,42.48,1
1063,42.52,1
1064,42.56,1
1065,42.6,1
1066,42.64,1
1067,42.68,1
1068,42.72,1
1069,42.76,1
1070,42.8,1
1071,42.84,1
1072,42.88,1
1073,42.92,1
1074,42.96,1
1075,43.0,1
1076,43.04,1
1077,43.08,1
1078,43.12,1
1079,43.16,1
1080,43.2,1
1081,43.24,1
1082,43.28,1
1083,43.32,1
1084,43.36,1
1085,43.4,1
1086,43.44,1
1087,43.48,1
1088,43.52,1
1089,43.56,1
1090,43.6,1
1091,43.64,1
1092,43.68,1
1093,43.72,1
1094,43.76,1
1095,43.8,1
1096,43.84,1
1097,43.88,1
1098,43.92,1
1099,43.96,1
1100,44.0,1
1101,44.04,0
1102,44.08,0
1103,44.12,0
1104,44.16,0
1105,44.2,0
1106,44.24,0
1107,44.28,0
1108,44.32,0
1109,44.36,0
1110,44.4,0
1111,44.44,0
1112,44.48,1
1113,44.52,1
1114,44.56,1
1115,44.6,1
1116,44.64,1
1117,44.68,1
1118,44.72,1
1119,44.76,1
1120,44.8,1
1121,44.84,1
1122,44.88,1
1123,44.92,1
1124,44.96,1
1125,45.0,1
1126,45.04,1
1127,45.08,1
1128,45.12,1
1129,45.16,1
1130,45.2,1
1131,45.24,1
1132,45.28,1
1133,45.32,1
1134,45.36,1
1135,45.4,1
1136,45.44,1
1137,45.48,1
1138,45.52,1
1139,45.56,1
1140,45.6,1
1141,45.64,1
1142,45.68,1
1143,45.72,1
1144,45.76,1
1145,45.8,1
1146,45.84,1
1147,45.88,1
1148,45.92,1
1149,45.96,1
1150,46.0,1
1151,46.04,1
1152,46.08,1
1153,46.12,1
1154,46.16,1
1155,46.2,1
1156,46.24,1
1157,46.28,1
1158,46.32,1
1159,46.36,1
1160,46.4,1
1161,46.44,1
1162,46.48,1
1163,46.52,1
1164,46.56,1
1165,46.6,1
1166,46.64,1
1167,46.68,1
1168,46.72,1
1169,46.76,1
1170,46.8,1
1171,46.84,1
1172,46.88,1
1173,46.92,1
1174,46.96,1
1175,47.0,1
1176,47.04,1
1177,47.08,0
1178,47.12,0
1179,47.16,0
1180,47.2,0
1181,47.24,0
1182,47.28,0
1183,47.32,0
1184,47.36,0
1185,47.4,0
1186,47.44,0
1187,47.48,0
1188,47.52,0
1189,47.56,0
1190,47.6,1
1191,47.64,1
1192,47.68,1
1193,47.72,1
1194,47.76,1
1195,47.8,1
1196,47.84,1
1197,47.88,1
1198,47.92,1
1199,47.96,1
1200,48.0,1
1201,48.04,1
1202,48.08,1
1203,48.12,1
1204,48.16,1
1205,48.2,1
1206,48.24,1
1207,48.28,1
1208,48.32,1
1209,48.36,1
1210,48.4,1
1211,48.44,1
1212,48.48,1
1213,48.52,1
1214,48.56,1
1215,48.6,1
1216,48.64,1
1217,48.68,1
1218,48.72,1
1219,48.76,1
1220,48.8,1
1221,48.84,1
1222,48.88,1
1223,48.92,1
1224,48.96,1
1225,49.0,1
1226,49.04,1
1227,49.08,1
1228,49.12,1
1229,49.16,1
1230,49.2,1
1231,49.24,1
1232,49.28,1
1233,49.32,1
1234,49.36,1
1235,49.4,1
1236,49.44,1
1237,49.48,1
1238,49.52,1
1239,49.56,1
1240,49.6,1
1241,49.64,1
1242,49.68,1
1243,49.72,1
1244,49.76,1
1245,49.8,1
1246,49.84,1
1247,49.88,1
1248,49.92,1
1249,49.96,1
1250,50.0,1
1251,50.04,1
1252,50.08,1
1253,50.12,1
1254,50.16,1
1255,50.2,1
1256,50.24,1
1257,50.28,1
1258,50.32,1
1259,50.36,1
1260,50.4,1
1261,50.44,1
1262,50.48,1
1263,50.52,1
1264,50.56,1
1265,50.6,1
1266,50.64,1
1267,50.68,1
1268,50.72,1
1269,50.76,1
1270,50.8,1
1271,50.84,1
1272,50.88,1
1273,50.92,1
1274,50.96,1
1275,51.0,1
1276,51.04,1
1277,51.08,1
1278,51.12,1
1279,51.16,1
1280,51.2,1
1281,51.24,1
1282,51.28,1
1283,51.32,1
1284,51.36,1
1285,51.4,1
1286,51.44,1
1287,51.48,1
1288,51.52,1
1289,51.56,1
1290,51.6,1
1291,51.64,1
1292,51.68,1
1293,51.72,1
1294,51.76,1
1295,51.8,1
1296,51.84,1
1297,51.88,1
1298,51.92,1
1299,51.96,0
1300,52.0,0
1301,52.04,0
1302,52.08,0
1303,52.12,0
1304,52.16,0
1305,52.2,0
1306,52.24,0
1307,52.28,0
1308,52.32,1
1309,52.36,1
1310,52.4,1
1311,52.44,1
1312,52.48,1
1313,52.52,1
1314,52.56,1
1315,52.6,1
1316,52.64,1
1317,52.68,1
1318,52.72,1
1319,52.76,1
1320,52.8,1
1321,52.84,1
1322,52.88,1
1323,52.92,1
1324,52.96,1
1325,53.0,1
1326,53.04,1
1327,53.08,1
1328,53.12,1
1329,53.16,1
1330,53.2,1
1331,53.24,1
1332,53.28,1
1333,53.32,1
1334,53.36,1
1335,53.4,1
1336,53.44,1
1337,53.48,1
1338,53.52,1
1339,53.56,1
1340,53.6,1
1341,53.64,1
1342,53.68,1
1343,53.72,1
1344,53.76,1
1345,53.8,1
1346,53.84,1
1347,53.88,1
1348,53.92,1
1349,53.96,1
1350,54.0,1
1351,54.04,1
1352,54.08,1
1353,54.12,1
1354,54.16,1
1355,54.2,1
1356,54.24,1
1357,54.28,1
1358,54.32,1
1359,54.36,1
1360,54.4,1
1361,54.44,1
1362,54.48,1
1363,54.52,1
1364,54.56,1
1365,54.6,1
1366,54.64,1
1367,54.68,1
1368,54.72,1
1369,54.76,1
1370,54.8,1
1371,54.84,1
1372,54.88,1
1373,54.92,1
1374,54.96,1
1375,55.0,1
1376,55.04,1
1377,55.08,1
1378,55.12,1
1379,55.16,1
1380,55.2,1
1381,55.24,1
1382,55.28,1
1383,55.32,1
1384,55.36,1
1385,55.4,1
1386,55.44,1
1387,55.48,1
1388,55.52,1
1389,55.56,1
1390,55.6,1
1391,55.64,1
1392,55.68,1
1393,55.72,1
1394,55.76,1
1395,55.8,1
1396,55.84,1
1397,55.88,1
1398,55.92,1
1399,55.96,1
1400,56.0,1
1401,56.04,1
1402,56.08,1
1403,56.12,1
1404,56.16,1
1405,56.2,1
1406,56.24,1
1407,56.28,1
1408,56.32,1
1409,56.36,1
1410,56.4,1
1411,56.44,1
1412,56.48,1
1413,56.52,1
1414,56.56,1
1415,56.6,1
1416,56.64,1
1417,56.68,1
1418,56.72,1
1419,56.76,1
1420,56.8,1
1421,56.84,1
1422,56.88,1
1423,56.92,1
1424,56.96,1
1425,57.0,1
1426,57.04,1
1427,57.08,1
1428,57.12,1
1429,57.16,1
1430,57.2,1
1431,57.24,1
1432,57.28,1
1433,57.32,1
1434,57.36,1
1435,57.4,1
1436,57.44,1
1437,57.48,1
1438,57.52,1
1439,57.56,1
1440,57.6,1
1441,57.64,1
1442,57.68,1
1443,57.72,1
1444,57.76,1
1445,57.8,1
1446,57.84,1
1447,57.88,1
1448,57.92,1
1449,57.96,1
1450,58.0,1
1451,58.04,1
1452,58.08,1
1453,58.12,1
1454,58.16,1
1455,58.2,1
1456,58.24,1
1457,58.28,1
1458,58.32,1
1459,58.36,1
1460,58.4,1
1461,58.44,1
1462,58.48,1
1463,58.52,1
1464,58.56,1
1465,58.6,1
1466,58.64,1
1467,58.68,1
1468,58.72,1
1469,58.76,1
1470,58.8,1
1471,58.84,1
1472,58.88,1
1473,58.92,1
1474,58.96,1
1475,59.0,1
1476,59.04,1
1477,59.08,1
1478,59.12,1
1479,59.16,1
1480,59.2,1
1481,59.24,1
1482,59.28,1
1483,59.32,1
1484,59.36,1
1485,59.4,1
1486,59.44,1
1487,59.48,1
1488,59.52,1
1489,59.56,1
1490,59.6,1
1491,59.64,1
1492,59.68,1
1493,59.72,1
1494,59.76,1
1495,59.8,1
1496,59.84,1
1497,59.88,1
1498,59.92,1
1499,59.96,1
1500,60.0,1
1501,60.04,1
1502,60.08,1
1503,60.12,1
1504,60.16,1
1505,60.2,1
1506,60.24,1
1507,60.28,1
1508,60.32,1
1509,60.36,1
1510,60.4,1
1511,60.44,1
1512,60.48,1
1513,60.52,1
1514,60.56,1
1515,60.6,1
1516,60.64,1
1517,60.68,1
1518,60.72,1
1519,60.76,1
1520,60.8,1
1521,60.84,1
1522,60.88,1
1523,60.92,1
1524,60.96,1
1525,61.0,1
1526,61.04,1
1527,61.08,1
1528,61.12,1
1529,61.16,1
1530,61.2,1
1531,61.24,1
1532,61.28,1
1533,61.32,1
1534,61.36,1
1535,61.4,1
1536,61.44,1
1537,61.48,1
1538,61.52,1
1539,61.56,1
1540,61.6,1
1541,61.64,1
1542,61.68,1
1543,61.72,1
1544,61.76,1
1545,61.8,1
1546,61.84,1
1547,61.88,1
1548,61.92,1
1549,61.96,1
1550,62.0,1
1551,62.04,1
1552,62.08,1
1553,62.12,1
1554,62.16,1
1555,62.2,1
1556,62.24,1
1557,62.28,1
1558,62.32,1
1559,62.36,1
1560,62.4,1
1561,62.44,1
1562,62.48,1
1563,62.52,1
1564,62.56,1
1565,62.6,1
1566,62.64,1
1567,62.68,1
1568,62.72,1
1569,62.76,1
1570,62.8,1
1571,62.84,1
1572,62.88,1
1573,62.92,1
1574,62.96,1
1575,63.0,1
1576,63.04,1
1577,63.08,1
1578,63.12,1
1579,63.16,1
1580,63.2,1
1581,63.24,1
1582,63.28,1
1583,63.32,1
1584,63.36,1
1585,63.4,1
1586,63.44,1
1587,63.48,1
1588,63.52,1
1589,63.56,1
1590,63.6,1
1591,63.64,1
1592,63.68,1
1593,63.72,1
1594,63.76,1
1595,63.8,1
1596,63.84,1
1597,63.88,1
1598,63.92,1
1599,63.96,1
1600,64.0,1
1601,64.04,1
1602,64.08,1
1603,64.12,1
1604,64.16,1
1605,64.2,1
1606,64.24,1
1607,64.28,1
1608,64.32,1
1609,64.36,1
1610,64.4,1
1611,64.44,1
1612,64.48,1
1613,64.52,1
1614,64.56,1
1615,64.6,1
1616,64.64,1
1617,64.68,1
1618,64.72,1
1619,64.76,1
1620,64.8,1
1621,64.84,1
1622,64.88,1
1623,64.92,1
1624,64.96,1
1625,65.0,1
1626,65.04,1
1627,65.08,1
1628,65.12,1
1629,65.16,1
1630,65.2,1
1631,65.24,1
1632,65.28,1
1633,65.32,1
1634,65.36,1
1635,65.4,0
1636,65.44,0
1637,65.48,0
1638,65.52,0
1639,65.56,0
1640,65.6,0
1641,65.64,0
1642,65.68,0
1643,65.72,0
1644,65.76,0
1645,65.8,0
1646,65.84,0
1647,65.88,0
1648,65.92,0
1649,65.96,0
1650,66.0,0
1651,66.04,1
1652,66.08,1
1653,66.12,1
1654,66.16,1
1655,66.2,1
1656,66.24,1
1657,66.28,1
1658,66.32,1
1659,66.36,1
1660,66.4,1
1661,66.44,1
1662,66.48,1
1663,66.52,1
